# # Transfer functions T_i(k) for kessence field (normalized to initial curvature=1 at z= 100.0          # for k=1.05469e-05 to 239.653 h/Mpc,          #  number of wavenumbers equal to 199         # kessence model with w=-0.9 , $cs^2$= 0.0001              # d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization          # d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot         # (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same         #  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)         # t_i   stands for theta_i(k,z) with above normalization          # t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z))          # k here is h/Mpc pi_conf (scalar field in conformal time) is in Mpc pi'_conf in dimensionless           # Hubble is conformal hubble which is normalized to H0          # d_kess means \pi_conf  in Newtonian gauge and in unit [Mpc] and t_kess means \zeta = \pi'+H pi -\Psi which is dimensionless 
#    
#  1:k (h/Mpc)              2:d_kess                    3:t_kess                    4:delta_fld                 5:theta_fld                  6:psi                   7:delta_tot                 8:delta_cdm                 9:H_conf[1/Mpc]                              
1.065297608949e-05	2.962310960712e+02	-2.025285159357e-06	-1.163859026722e-01	1.534265092240e-08	5.970394712736e-01	-1.174622704637e+00	-1.163926534190e+00	1.286840117166e-03
1.115503538500e-05	2.962311130170e+02	-2.025315869125e-06	-1.163859399239e-01	1.682288316977e-08	5.970395119496e-01	-1.174623640734e+00	-1.163927461766e+00	1.286840117166e-03
1.168075600616e-05	2.962310411982e+02	-2.025352909607e-06	-1.163859492387e-01	1.844592011988e-08	5.970393421908e-01	-1.174625362059e+00	-1.163929167418e+00	1.286840117166e-03
1.223125307686e-05	2.962310282068e+02	-2.025389038263e-06	-1.163859803520e-01	2.022554833222e-08	5.970392956576e-01	-1.174626785942e+00	-1.163930578333e+00	1.286840117166e-03
1.280769427522e-05	2.962309729089e+02	-2.025411054540e-06	-1.163859810203e-01	2.217686861154e-08	5.970391831550e-01	-1.174628540845e+00	-1.163932317257e+00	1.286840117166e-03
1.341130231029e-05	2.962309294007e+02	-2.025457636168e-06	-1.163860108056e-01	2.431644931987e-08	5.970390835579e-01	-1.174630405799e+00	-1.163934165230e+00	1.286840117166e-03
1.404335751565e-05	2.962309363727e+02	-2.025510483228e-06	-1.163860663442e-01	2.666245711439e-08	5.970390899865e-01	-1.174632073202e+00	-1.163935817452e+00	1.286840117166e-03
1.470520056512e-05	2.962309351040e+02	-2.025567115593e-06	-1.163861224868e-01	2.923480275632e-08	5.970390787899e-01	-1.174633959911e+00	-1.163937686981e+00	1.286840117166e-03
1.539823531655e-05	2.962309218922e+02	-2.025630302160e-06	-1.163861805729e-01	3.205532236119e-08	5.970390370363e-01	-1.174636126522e+00	-1.163939833864e+00	1.286840117166e-03
1.612393178956e-05	2.962309493118e+02	-2.025700943875e-06	-1.163862618000e-01	3.514796529271e-08	5.970390807097e-01	-1.174638205924e+00	-1.163941894334e+00	1.286840117166e-03
1.688382928368e-05	2.962308294966e+02	-2.025783085613e-06	-1.163862976869e-01	3.853896199459e-08	5.970388016300e-01	-1.174641554201e+00	-1.163945212129e+00	1.286840117166e-03
1.767953964336e-05	2.962308033328e+02	-2.025871955746e-06	-1.163863764564e-01	4.225712779682e-08	5.970387250466e-01	-1.174644474579e+00	-1.163948105920e+00	1.286840117166e-03
1.851275067696e-05	2.962307773652e+02	-2.025964968344e-06	-1.163864594442e-01	4.633401519921e-08	5.970386531805e-01	-1.174647640238e+00	-1.163951242757e+00	1.286840117166e-03
1.938522973679e-05	2.962307651222e+02	-2.025956664431e-06	-1.163864464137e-01	5.080423530597e-08	5.970386649844e-01	-1.174650820991e+00	-1.163954394528e+00	1.286840117166e-03
2.029882746792e-05	2.962306098348e+02	-2.026159113044e-06	-1.163865889134e-01	5.570570708319e-08	5.970382970323e-01	-1.174655520665e+00	-1.163959051443e+00	1.286840117166e-03
2.125548173362e-05	2.962306634352e+02	-2.026281686329e-06	-1.163867321791e-01	6.108010426938e-08	5.970383847738e-01	-1.174659098393e+00	-1.163962596592e+00	1.286840117166e-03
2.225722172584e-05	2.962307145327e+02	-2.026433437052e-06	-1.163869036562e-01	6.697301410181e-08	5.970384150774e-01	-1.174663251364e+00	-1.163966711755e+00	1.286840117166e-03
2.330617226943e-05	2.962306137635e+02	-2.026559278834e-06	-1.163869905958e-01	7.343442471236e-08	5.970382281894e-01	-1.174668507633e+00	-1.163971920161e+00	1.286840117166e-03
2.440455832911e-05	2.962305789070e+02	-2.026713420977e-06	-1.163871312815e-01	8.051923606895e-08	5.970381278378e-01	-1.174673934267e+00	-1.163977297389e+00	1.286840117166e-03
2.555470972899e-05	2.962305422230e+02	-2.026885026041e-06	-1.163872887247e-01	8.828757578657e-08	5.970380173085e-01	-1.174679890622e+00	-1.163983199518e+00	1.286840117166e-03
2.675906609438e-05	2.962304987317e+02	-2.027068707111e-06	-1.163874556159e-01	9.680538762778e-08	5.970378918315e-01	-1.174686430435e+00	-1.163989679794e+00	1.286840117166e-03
2.802018202660e-05	2.962305540902e+02	-2.027287084871e-06	-1.163876953648e-01	1.061450166390e-07	5.970379640081e-01	-1.174692918775e+00	-1.163996109075e+00	1.286840117166e-03
2.934073252164e-05	2.962304343659e+02	-2.027495450529e-06	-1.163878575107e-01	1.163856493356e-07	5.970377040991e-01	-1.174701127866e+00	-1.164004243434e+00	1.286840117166e-03
